,DATE,MSACSR,MSPUS,S&P Comp.,Dividend,Earnings,CPI,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,Total Return CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns
433,1999-02-01,4.0,158393.9974298535,1246.58,16.37,38.16,164.5,5.0,2200.23,28.89,925299.9,67.35,28322.58,40.4,44.56,0.54,0.99,30.92
434,1999-03-01,4.1,158752.54766418692,1281.66,16.45,38.38,165.0,5.23,2255.29,28.95,949470.36,67.54,28432.4,41.36,45.55,0.23,1.01,30.41
435,1999-04-01,3.9,158700.0,1334.76,16.45,39.26,166.2,5.18,2331.77,28.74,982676.32,68.59,28903.98,42.7,46.97,0.21,0.98,30.44
436,1999-05-01,4.0,158409.50457434944,1332.07,16.45,40.14,166.2,5.54,2327.07,28.74,981705.13,70.12,29582.26,42.56,46.75,-0.2,0.98,29.74
437,1999-06-01,3.9,158360.259278258,1322.55,16.45,41.02,166.2,5.9,2310.44,28.74,975699.38,71.66,30262.14,42.18,46.27,-0.57,1.01,29.07
438,1999-07-01,4.0,159100.0,1380.99,16.51,42.0,166.7,5.79,2405.3,28.76,1016769.3,73.15,30922.97,43.83,48.01,-0.54,0.99,29.37
439,1999-08-01,4.0,160998.46796067624,1327.49,16.58,42.98,167.1,5.94,2306.58,28.8,976054.33,74.68,31601.61,41.93,45.87,-0.58,1.01,29.11
440,1999-09-01,4.5,163384.62624761282,1318.17,16.64,43.96,167.9,5.92,2279.48,28.78,965598.39,76.02,32202.0,41.32,45.15,-0.51,0.99,29.16
441,1999-10-01,4.2,165300.0,1300.01,16.66,45.36,168.2,6.11,2244.06,28.75,951612.13,78.31,33206.13,40.55,44.26,-0.68,1.01,28.84
442,1999-11-01,4.3,166187.34532350607,1391.0,16.67,46.77,168.3,6.03,2399.7,28.76,1018628.62,80.68,34247.21,43.21,47.09,-0.77,0.99,29.14
443,1999-12-01,4.3,166090.5459989486,1428.68,16.69,48.17,168.3,6.28,2464.71,28.79,1047240.17,83.1,35309.21,44.2,48.11,-1.09,0.98,28.75
444,2000-01-01,4.3,165300.0,1425.59,16.71,49.1,168.8,6.66,2452.09,28.75,1042897.76,84.45,35916.92,43.77,47.59,-1.52,1.02,28.03
445,2000-02-01,4.3,164164.78621385567,1388.87,16.74,50.02,169.8,6.52,2374.86,28.62,1011065.64,85.54,36415.84,42.19,45.81,-1.28,1.02,28.3
446,2000-03-01,4.3,163303.7482758942,1442.21,16.76,50.95,171.2,6.26,2445.9,28.42,1042318.77,86.41,36822.75,43.22,46.88,-1.05,1.03,28.76
447,2000-04-01,4.4,163200.0,1461.36,16.74,51.27,171.3,5.99,2476.93,28.37,1056549.98,86.91,37070.15,43.53,47.16,-0.81,0.97,29.47
448,2000-05-01,4.4,164311.90009760662,1418.48,16.72,51.6,171.5,6.44,2401.45,28.31,1025358.35,87.35,37297.02,41.97,45.41,-1.18,1.03,28.62
449,2000-06-01,4.8,166389.1105901311,1461.96,16.7,51.92,172.4,6.1,2462.14,28.13,1052272.02,87.44,37370.35,42.78,46.25,-0.89,1.01,29.34
450,2000-07-01,4.1,168800.0,1473.0,16.58,52.51,172.8,6.05,2474.99,27.86,1058756.43,88.23,37745.3,42.76,46.17,-0.86,1.02,29.53
451,2000-08-01,4.4,171162.75902315349,1485.46,16.47,53.11,172.8,5.83,2495.93,27.67,1068698.69,89.23,38207.04,42.87,46.24,-0.74,1.01,30.16
452,2000-09-01,4.0,172746.44790246733,1468.05,16.35,53.7,173.7,5.8,2453.89,27.33,1051676.01,89.76,38469.4,41.9,45.15,-0.68,1.01,30.22
453,2000-10-01,4.0,172900.0,1390.14,16.32,52.47,174.0,5.74,2319.66,27.24,995118.93,87.55,37557.78,39.37,42.38,-0.52,1.01,30.45
454,2000-11-01,4.2,171408.27680247958,1378.04,16.3,51.23,174.1,5.72,2298.14,27.18,986862.24,85.44,36689.97,38.78,41.71,-0.47,1.04,30.63
455,2000-12-01,3.6,169782.06703416578,1330.93,16.27,50.0,174.0,5.24,2220.86,27.15,954644.43,83.43,35863.81,37.27,40.06,0.1,1.01,31.93
456,2001-01-01,3.8,169800.0,1335.63,16.17,48.48,175.1,5.16,2214.7,26.81,952957.71,80.39,34589.96,36.98,39.71,0.21,1.01,32.06
457,2001-02-01,3.7,172710.94224701248,1305.75,16.07,46.96,175.8,5.1,2156.53,26.54,928880.73,77.56,33406.27,35.83,38.46,0.38,1.02,32.22
458,2001-03-01,3.8,176315.91341890482,1185.85,15.97,45.44,176.2,4.89,1954.06,26.32,842616.12,74.88,32287.79,32.33,34.68,0.9,0.98,32.81
459,2001-04-01,3.9,179000.0,1189.84,15.88,42.56,176.9,5.14,1952.88,26.06,843042.15,69.85,30152.85,32.17,34.5,0.69,0.99,32.18
460,2001-05-01,4.0,178558.8032223271,1270.37,15.78,39.67,177.7,5.39,2075.66,25.79,896975.9,64.82,28012.33,34.07,36.52,0.29,1.01,31.56
461,2001-06-01,4.2,175833.22750536658,1238.71,15.69,36.79,178.0,5.28,2020.52,25.59,874069.13,60.01,25960.07,33.07,35.43,0.47,1.01,31.92
462,2001-07-01,4.2,172500.0,1204.45,15.71,33.96,177.5,5.24,1970.17,25.69,853214.56,55.56,24059.12,32.16,34.45,0.55,1.03,32.24
463,2001-08-01,4.4,169814.62249116527,1178.5,15.72,31.14,177.5,4.97,1927.73,25.72,835760.15,50.93,22081.28,31.4,33.63,0.87,1.02,33.07
464,2001-09-01,4.4,169036.98235642238,1044.64,15.74,28.31,178.3,4.73,1701.1,25.63,738432.33,46.1,20011.7,27.67,29.63,1.54,1.02,33.68
465,2001-10-01,4.3,171100.0,1076.59,15.74,27.1,177.7,4.57,1759.05,25.72,764516.93,44.28,19246.84,28.58,30.61,1.53,1.0,34.36
466,2001-11-01,4.1,176555.245159701,1129.68,15.74,25.9,177.4,4.65,1848.91,25.76,804507.29,42.38,18442.44,30.01,32.14,1.24,0.97,34.33
467,2001-12-01,3.8,183137.08586903557,1144.93,15.74,24.69,176.7,5.09,1881.29,25.86,819535.56,40.57,17672.99,30.5,32.68,0.7,1.01,33.42
468,2002-01-01,4.2,188700.0,1140.21,15.74,24.69,177.1,5.04,1869.31,25.8,815250.19,40.48,17655.73,30.28,32.45,0.78,1.01,33.61
469,2002-02-01,4.0,190945.15924041264,1100.67,15.73,24.7,177.8,4.91,1797.38,25.69,784814.5,40.33,17609.55,29.09,31.18,1.05,0.98,33.96
470,2002-03-01,4.1,190261.8391508601,1153.79,15.73,24.7,178.8,5.28,1873.59,25.54,819019.1,40.11,17533.32,30.29,32.48,0.55,1.01,32.95
471,2002-04-01,4.3,187200.0,1111.93,15.83,25.38,179.8,5.21,1795.57,25.57,785846.22,40.98,17937.08,29.01,31.1,0.81,1.01,33.09
472,2002-05-01,4.0,182862.84618121723,1079.25,15.94,26.06,179.8,5.16,1742.8,25.73,763688.53,42.08,18440.33,28.13,30.17,0.95,1.02,33.36
473,2002-06-01,4.2,179008.20870765907,1014.02,16.04,26.74,179.9,4.93,1636.55,25.89,718077.56,43.16,18935.91,26.39,28.32,1.38,1.03,34.08
474,2002-07-01,4.2,178100.0,903.59,15.96,27.84,180.1,4.65,1456.71,25.73,640106.85,44.88,19721.97,23.46,25.19,2.13,1.04,34.94
475,2002-08-01,4.0,181425.8145362639,912.55,15.88,28.94,180.7,4.26,1466.27,25.52,645241.99,46.5,20462.77,23.59,25.34,2.5,1.04,36.06
476,2002-09-01,3.9,186593.2752911203,867.81,15.8,30.04,181.0,3.87,1392.07,25.35,613519.83,48.19,21237.52,22.37,24.03,3.11,1.0,37.28
477,2002-10-01,4.0,190100.0,854.63,15.89,29.22,181.3,3.94,1368.66,25.45,604136.73,46.8,20657.93,21.96,23.61,3.1,0.99,37.12
478,2002-11-01,4.0,189867.6187751111,909.93,15.98,28.41,181.3,4.05,1457.22,25.59,644169.57,45.49,20110.02,23.35,25.11,2.71,1.01,36.91
479,2002-12-01,4.0,187624.8450303305,899.18,16.07,27.59,180.9,4.03,1443.19,25.79,638916.97,44.28,19604.22,23.1,24.86,2.76,1.0,37.18
480,2003-01-01,4.0,186000.0,895.84,16.12,28.5,181.7,4.05,1431.5,25.76,634691.41,45.54,20191.89,22.9,24.65,2.77,1.02,37.08
481,2003-02-01,4.5,187102.0999679359,837.03,16.17,29.41,183.1,3.9,1327.29,25.64,589438.32,46.64,20710.59,21.21,22.85,3.31,1.01,37.37
482,2003-03-01,4.1,189476.13043066722,846.63,16.22,30.32,184.2,3.81,1334.5,25.57,593584.46,47.79,21257.79,21.31,22.97,3.4,0.99,37.55
483,2003-04-01,4.1,191800.0,890.03,16.2,31.73,183.8,3.96,1405.96,25.6,626319.61,50.12,22328.6,22.43,24.19,2.97,1.04,37.29
484,2003-05-01,3.9,192417.42174766032,935.96,16.19,33.14,183.5,3.57,1480.93,25.61,660668.4,52.44,23392.61,23.59,25.45,3.11,1.02,38.69
485,2003-06-01,3.5,192053.63097979646,988.0,16.17,34.55,183.7,3.33,1561.57,25.56,697592.85,54.61,24394.57,24.83,26.8,3.13,0.95,39.54
486,2003-07-01,3.6,191900.0,992.54,16.31,35.89,183.9,3.98,1567.04,25.75,700994.86,56.67,25350.15,24.87,26.84,2.49,0.97,37.51
487,2003-08-01,3.5,192943.71214057112,989.53,16.45,37.24,184.6,4.45,1556.37,25.87,697183.4,58.57,26235.47,24.64,26.61,2.07,1.02,36.08
488,2003-09-01,3.8,195322.29310227855,1019.44,16.59,38.58,185.2,4.27,1598.21,26.01,716900.73,60.48,27130.61,25.24,27.26,2.16,1.0,36.62
489,2003-10-01,3.8,198800.0,1038.73,16.86,41.97,185.0,4.29,1630.22,26.46,732244.64,65.86,29584.08,25.68,27.74,2.02,1.0,36.73
490,2003-11-01,4.1,203393.970699243,1049.9,17.12,45.35,184.5,4.3,1652.21,26.95,743133.22,71.37,32101.69,25.95,28.03,1.94,1.01,36.93
491,2003-12-01,4.0,208177.2950264891,1080.64,17.39,48.74,184.3,4.27,1702.43,27.4,766748.31,76.78,34582.57,26.64,28.78,1.86,1.01,37.2
492,2004-01-01,3.8,212700.0,1132.52,17.6,49.83,185.2,4.15,1775.49,27.59,800689.42,78.12,35227.36,27.66,29.88,1.86,1.01,37.51
493,2004-02-01,3.7,216077.0212772727,1143.36,17.81,50.91,186.2,4.08,1782.86,27.77,805055.63,79.39,35848.78,27.65,29.87,1.95,1.02,37.65
494,2004-03-01,3.6,217766.40756994928,1123.98,18.02,52.0,187.4,3.83,1741.42,27.92,787392.75,80.57,36428.07,26.89,29.04,2.33,0.96,38.3
495,2004-04-01,4.0,217600.0,1133.36,18.21,53.38,188.0,4.35,1750.35,28.13,792489.76,82.44,37327.72,26.9,29.06,1.83,0.97,36.71
496,2004-05-01,3.8,215540.03421565468,1102.78,18.41,54.77,189.1,4.72,1693.21,28.26,767687.79,84.09,38125.19,25.9,27.98,1.66,1.0,35.56
497,2004-06-01,3.9,213363.76643399024,1132.76,18.6,56.15,189.7,4.73,1733.74,28.47,787139.5,85.94,39017.87,26.4,28.52,1.57,1.02,35.56
498,2004-07-01,4.5,213500.0,1105.85,18.79,56.69,189.4,4.5,1695.24,28.8,770746.89,86.9,39511.36,25.7,27.76,1.86,1.02,36.41
499,2004-08-01,4.3,217492.9882554537,1088.94,18.97,57.23,189.5,4.28,1668.43,29.07,759661.99,87.69,39924.56,25.17,27.19,2.13,1.02,37.17
500,2004-09-01,4.1,223539.87908476786,1117.66,19.16,57.77,189.9,4.13,1708.83,29.29,779166.7,88.33,40273.84,25.67,27.73,2.19,1.01,37.68
501,2004-10-01,3.9,228800.0,1117.21,19.25,58.03,190.9,4.1,1699.2,29.28,775885.75,88.26,40300.97,25.41,27.45,2.31,1.0,37.7
502,2004-11-01,4.3,231645.10027916086,1168.94,19.35,58.29,191.0,4.19,1776.94,29.41,812505.51,88.61,40516.15,26.47,28.58,2.05,1.0,37.54
503,2004-12-01,4.1,232457.2159801031,1199.21,19.44,58.55,190.3,4.23,1829.66,29.66,837741.84,89.33,40901.75,27.14,29.31,1.88,1.0,37.68
504,2005-01-01,4.4,232500.0,1181.41,19.7,59.11,190.7,4.22,1798.72,30.0,824720.66,89.99,41261.28,26.59,28.71,1.95,1.01,37.77
505,2005-02-01,4.3,232729.82710557163,1199.63,19.97,59.66,191.8,4.17,1815.99,30.23,833791.74,90.32,41468.45,26.74,28.87,2.0,0.98,37.83
506,2005-03-01,4.1,233153.26685626272,1194.9,20.23,60.22,193.3,4.5,1794.79,30.39,825222.15,90.45,41589.15,26.34,28.43,1.77,1.02,36.68
507,2005-04-01,4.3,233700.0,1164.43,20.46,61.23,194.6,4.34,1737.34,30.53,799976.57,91.36,42067.99,25.41,27.43,2.1,1.02,37.04
508,2005-05-01,4.2,234226.44192125468,1178.28,20.7,62.25,194.4,4.14,1759.81,30.91,811510.61,92.97,42870.82,25.65,27.69,2.24,1.01,37.82
509,2005-06-01,4.3,235031.6475814982,1202.25,20.93,63.26,194.5,4.0,1794.69,31.24,828794.26,94.43,43609.5,26.07,28.14,2.3,0.99,38.36
510,2005-07-01,4.2,236400.0,1222.24,21.11,64.33,195.4,4.18,1816.13,31.37,839901.03,95.59,44206.4,26.29,28.37,2.13,1.0,37.75
511,2005-08-01,4.5,238619.54437834394,1224.27,21.29,65.4,196.4,4.26,1809.88,31.47,838225.39,96.68,44777.66,26.1,28.17,2.11,1.01,37.45
512,2005-09-01,4.7,241234.90799886553,1225.92,21.47,66.47,198.8,4.2,1790.44,31.36,830432.25,97.08,45026.46,25.73,27.76,2.33,0.98,37.31
513,2005-10-01,4.5,243600.0,1191.96,21.72,67.59,199.2,4.46,1737.35,31.66,807030.2,98.52,45762.59,24.88,26.84,2.19,1.0,36.59
514,2005-11-01,5.0,245440.23914730435,1237.37,21.97,68.71,197.6,4.54,1818.14,32.28,845808.79,100.96,46966.97,25.93,27.98,1.87,1.01,36.79
515,2005-12-01,4.9,246711.99246703283,1262.07,22.22,69.83,196.8,4.47,1861.97,32.78,867470.3,103.02,47996.9,26.44,28.53,1.83,1.01,37.28
516,2006-01-01,5.3,247700.0,1278.73,22.41,70.78,198.3,4.42,1872.28,32.81,873546.66,103.63,48350.1,26.47,28.55,1.89,0.99,37.29
517,2006-02-01,6.1,248386.77900846157,1276.65,22.59,71.72,198.7,4.57,1865.47,33.01,871653.68,104.8,48970.28,26.25,28.31,1.76,0.99,36.91
518,2006-03-01,5.9,248193.4391706926,1293.74,22.78,72.67,199.8,4.72,1880.03,33.1,879748.0,105.6,49415.87,26.33,28.4,1.6,0.98,36.41
519,2006-04-01,6.3,246300.0,1302.17,23.0,73.28,201.5,4.99,1876.32,33.14,879302.22,105.59,49480.74,26.15,28.2,1.41,0.99,35.48
520,2006-05-01,6.2,242478.02145917862,1290.01,23.22,73.88,202.5,5.11,1849.62,33.29,868089.56,105.93,49718.49,25.65,27.66,1.39,1.0,35.12
521,2006-06-01,6.3,238127.38453002748,1253.17,23.44,74.49,202.9,5.11,1793.26,33.54,842948.11,106.59,50105.9,24.75,26.69,1.55,1.01,35.2
522,2006-07-01,7.3,235600.0,1260.24,23.66,75.85,203.5,5.09,1798.06,33.76,846526.73,108.22,50949.86,24.7,26.63,1.59,1.02,35.3
523,2006-08-01,6.7,236351.8638728647,1287.15,23.88,77.21,203.9,4.88,1832.85,34.0,864240.65,109.94,51841.68,25.05,27.02,1.74,1.02,35.96
524,2006-09-01,6.7,240025.56638171407,1317.74,24.1,78.57,202.9,4.72,1885.65,34.49,890495.7,112.43,53095.64,25.64,27.66,1.73,1.0,36.75
525,2006-10-01,7.3,245400.0,1363.38,24.36,79.55,201.8,4.73,1961.6,35.05,927739.53,114.45,54131.41,26.54,28.62,1.5,1.01,37.06
526,2006-11-01,6.6,251617.2400945625,1388.64,24.62,80.53,201.5,4.6,2000.92,35.48,947733.23,116.04,54960.94,26.93,29.03,1.54,1.01,37.65
527,2006-12-01,6.5,256278.64242043952,1416.42,24.88,81.51,201.8,4.56,2037.91,35.8,966668.63,117.27,55628.39,27.28,29.41,1.54,0.99,37.86
528,2007-01-01,7.2,257400.0,1424.16,25.08,82.06,202.42,4.76,2042.81,35.98,970415.31,117.7,55912.99,27.21,29.33,1.35,1.01,37.29
529,2007-02-01,7.9,253430.85171707722,1444.8,25.29,82.6,203.5,4.72,2061.39,36.08,980668.21,117.86,56067.6,27.32,29.44,1.4,1.02,37.35
530,2007-03-01,7.9,247654.46344675423,1406.95,25.49,83.15,205.35,4.56,1989.27,36.04,947788.78,117.56,56013.81,26.23,28.26,1.78,0.99,37.63
531,2007-04-01,7.4,242200.0,1463.64,25.72,83.74,206.69,4.69,2056.07,36.13,981048.48,117.63,56129.24,26.98,29.07,1.6,1.0,37.15
532,2007-05-01,7.8,240333.18022171364,1511.14,25.94,84.33,207.95,4.75,2109.9,36.22,1008175.21,117.74,56261.77,27.55,29.68,1.53,0.98,36.89
533,2007-06-01,8.2,240856.76534044364,1514.19,26.17,84.92,208.35,5.1,2110.07,36.47,1009708.24,118.34,56627.26,27.42,29.53,1.2,1.01,35.97
534,2007-07-01,8.3,241800.0,1520.71,26.44,82.81,208.3,5.0,2119.7,36.85,1015783.61,115.43,55316.55,27.41,29.52,1.29,1.03,36.41
535,2007-08-01,9.2,241619.8748797634,1454.62,26.71,80.71,207.92,4.67,2031.3,37.3,974912.37,112.7,54091.05,26.15,28.16,1.76,1.02,37.58
536,2007-09-01,9.2,240313.07463829053,1497.12,26.98,78.6,208.49,4.52,2084.9,37.57,1002141.7,109.46,52613.24,26.73,28.78,1.83,1.0,38.07
537,2007-10-01,8.5,238400.0,1539.66,27.23,74.46,208.94,4.53,2139.57,37.84,1029932.82,103.47,49808.92,27.32,29.42,1.73,1.03,38.1
538,2007-11-01,9.4,236231.14846431062,1463.39,27.48,70.32,210.18,4.15,2021.57,37.96,974655.91,97.14,46834.95,25.73,27.71,2.41,1.01,39.19
539,2007-12-01,9.6,234547.27760728615,1479.22,27.73,66.18,210.04,4.1,2044.81,38.33,987400.59,91.48,44176.1,25.96,27.96,2.43,1.03,39.51
540,2008-01-01,9.3,233900.0,1378.76,27.92,64.25,211.08,3.74,1896.51,38.4,917335.49,88.38,42747.69,24.02,25.89,3.13,1.0,40.62
541,2008-02-01,9.7,234662.1924169841,1354.87,28.11,62.32,211.69,3.74,1858.26,38.55,900384.39,85.47,41415.01,23.5,25.33,3.23,1.02,40.63
542,2008-03-01,10.5,235586.57859116638,1316.94,28.3,60.39,213.53,3.51,1790.71,38.48,869210.6,82.12,39858.78,22.61,24.38,3.7,0.99,41.18
543,2008-04-01,10.3,235300.0,1370.47,28.44,57.38,214.82,3.68,1852.26,38.43,900643.49,77.56,37711.1,23.36,25.2,3.43,0.99,40.48
544,2008-05-01,10.7,232824.40263730192,1403.22,28.57,54.38,216.63,3.88,1880.69,38.3,916017.23,72.88,35496.9,23.7,25.58,3.24,0.99,39.6
545,2008-06-01,10.7,229236.29740969744,1341.25,28.71,51.37,218.82,4.1,1779.7,38.1,868374.63,68.16,33258.83,22.42,24.22,3.35,1.01,38.63
546,2008-07-01,10.5,226500.0,1257.33,28.76,49.56,219.96,4.01,1659.63,37.96,811332.92,65.42,31982.35,20.91,22.6,3.8,1.01,38.84
547,2008-08-01,11.3,225560.8385735089,1281.47,28.8,47.76,219.09,3.89,1698.28,38.17,831779.0,63.29,30997.99,21.4,23.16,3.76,1.02,39.51
548,2008-09-01,10.9,224939.86470381138,1216.95,28.85,45.95,218.78,3.69,1615.0,38.29,792556.85,60.98,29925.62,20.36,22.05,4.17,0.99,40.35
549,2008-10-01,11.6,222500.0,968.8,28.7,35.59,216.57,3.81,1298.81,38.47,638957.21,47.72,23475.04,16.39,17.77,5.11,1.03,40.49
550,2008-11-01,11.4,216871.99042577707,883.04,28.54,25.24,212.43,3.53,1206.95,39.01,595367.3,34.49,17015.18,15.26,16.58,5.64,1.1,42.37
551,2008-12-01,11.2,211063.01383454396,877.56,28.39,14.88,210.23,2.42,1211.99,39.21,599467.63,20.55,10164.64,15.38,16.73,6.6,0.99,47.13
552,2009-01-01,12.2,208400.0,865.58,28.01,12.21,211.14,2.52,1190.27,38.52,590309.41,16.79,8324.72,15.17,16.55,6.61,0.97,46.61
553,2009-02-01,10.5,211521.1360480862,805.23,27.64,9.53,212.19,2.87,1101.8,37.82,547997.32,13.04,6487.89,14.12,15.43,6.79,1.01,45.08
554,2009-03-01,11.0,216714.6332474288,757.13,27.26,6.86,212.71,2.82,1033.47,37.21,515555.26,9.36,4671.2,13.32,14.59,7.26,0.99,45.27
555,2009-04-01,10.7,220900.0,848.15,26.7,7.08,213.24,2.93,1154.83,36.36,577607.18,9.64,4819.35,14.98,16.44,6.27,0.97,44.83
556,2009-05-01,9.3,220411.27301585316,902.41,26.15,7.29,213.86,3.29,1225.17,35.5,614268.72,9.9,4964.56,16.0,17.59,5.51,0.97,43.45
557,2009-06-01,8.5,217118.94933270567,926.12,25.59,7.51,215.69,3.72,1246.65,34.45,626478.28,10.11,5080.18,16.38,18.04,5.02,1.02,41.67
558,2009-07-01,7.9,214300.0,935.82,25.03,9.19,215.35,3.56,1261.71,33.74,635458.25,12.39,6238.1,16.69,18.41,5.02,1.0,42.42
559,2009-08-01,7.5,214189.46050626662,1009.73,24.46,10.86,215.83,3.59,1358.31,32.91,685492.86,14.61,7374.98,18.09,19.98,4.53,1.02,42.35
560,2009-09-01,7.8,216260.43612318192,1044.55,23.9,12.54,215.97,3.4,1404.28,32.13,710039.71,16.86,8524.15,18.83,20.82,4.46,1.0,43.12
561,2009-10-01,7.4,219000.0,1067.66,23.4,25.35,216.18,3.39,1433.96,31.43,726375.03,34.05,17246.7,19.36,21.42,4.32,1.0,43.24
562,2009-11-01,7.6,221380.3820543901,1088.07,22.91,38.16,216.33,3.4,1460.34,30.74,741035.06,51.22,25989.04,19.81,21.94,4.19,0.99,43.29
563,2009-12-01,8.0,222762.67084654834,1110.38,22.41,50.97,215.95,3.59,1492.91,30.13,758837.72,68.53,34833.08,20.32,22.51,3.85,0.99,42.81
564,2010-01-01,8.1,222900.0,1123.58,22.24,54.29,216.69,3.73,1505.52,29.8,766505.71,72.74,37036.61,20.53,22.74,3.67,1.01,42.29
565,2010-02-01,8.3,221660.05266487377,1089.16,22.07,57.61,216.74,3.69,1459.03,29.56,744093.65,77.17,39358.07,19.92,22.07,3.8,1.0,42.55
566,2010-03-01,7.1,220221.75775822677,1152.05,21.9,60.93,217.63,3.73,1536.97,29.22,785081.95,81.29,41521.67,21.0,23.27,3.46,0.99,42.37
567,2010-04-01,6.2,219500.0,1197.32,21.95,62.99,218.01,3.85,1594.59,29.23,815761.32,83.89,42914.25,21.8,24.15,3.18,1.04,42.01
568,2010-05-01,9.3,220492.53876625915,1125.06,21.99,65.04,218.18,3.42,1497.2,29.27,767182.93,86.56,44353.31,20.48,22.68,3.9,1.02,43.63
569,2010-06-01,8.3,222461.93673621328,1083.36,22.04,67.1,217.97,3.2,1443.11,29.36,740723.11,89.38,45878.12,19.74,21.86,4.24,1.02,44.61
570,2010-07-01,8.9,224100.0,1079.8,22.14,68.69,218.01,3.01,1438.07,29.49,739394.66,91.48,47033.3,19.67,21.77,4.43,1.03,45.45
